Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1833.2893607537799
FDW14,OUT017,1646.7443450031906
NCN55,OUT010,1867.2052762001194
FDQ58,OUT017,2656.0033318703236
FDY38,OUT027,5140.329336311813
FDH56,OUT046,1842.78034588689
FDL48,OUT018,624.8436791484008
FDC48,OUT027,2871.4822459795355
FDN33,OUT045,1547.3983010852266
FDA36,OUT017,2989.9180943332185
FDT44,OUT017,1914.9295971629926
FDQ56,OUT045,1405.0386471417619
NCC54,OUT019,1846.9483493310095
FDU11,OUT049,1955.7740650414876
DRL59,OUT013,889.4195428697103
FDM24,OUT049,2642.3429695432487
FDI57,OUT045,2941.200338577593
DRC12,OUT018,2651.074660860595
NCM42,OUT027,3139.4639727321432
FDA46,OUT010,1042.2150544256428
FDA31,OUT013,2771.7058464574197
NCJ31,OUT035,3836.11560932097
FDG52,OUT046,817.3891831986899
NCL19,OUT019,540.6672573836528
FDS10,OUT035,2962.188181959003
FDX22,OUT010,1611.0219509649494
NCF19,OUT035,946.8983767875098
NCE06,OUT046,2567.141887111148
DRC27,OUT046,3767.998053364651
FDE21,OUT035,1957.7076131376907
NCR42,OUT019,-1221.6510211842142
FDX51,OUT018,2748.1000742489005
NCR06,OUT018,498.1930026991956
FDU31,OUT027,4993.456563657883
FDU59,OUT017,2729.2892186821823
FDR03,OUT027,4867.672645076871
FDS49,OUT027,2846.944047823446
FDD48,OUT010,-86.20029726354858
NCF18,OUT017,2999.5903881113
NCD43,OUT027,3078.0700604278773
NCD54,OUT018,2147.493172775642
FDY19,OUT010,-61.21686788573845
NCY54,OUT017,2782.7797888105324
NCL19,OUT018,2164.753288332632
FDP23,OUT010,1646.1860140964104
FDC26,OUT013,1776.3859779766547
FDR14,OUT010,-1021.3304286050743
NCS41,OUT035,2955.8692026038084
FDF41,OUT035,3959.5507692555957
FDU34,OUT046,1883.4228875935617
DRH11,OUT046,882.1707553955849
FDM03,OUT013,1720.8152182884544
FDS31,OUT017,2959.8687029756193
FDJ20,OUT017,1997.919272554722
FDV44,OUT027,4362.744729340249
FDG02,OUT049,3009.079496307334
FDA09,OUT013,2852.1549454983433
FDT04,OUT013,751.3829133899725
FDL58,OUT019,2157.720194763142
FDE52,OUT045,1515.880664549371
FDW12,OUT035,2624.757028669006
FDL51,OUT017,3638.4959454748264
NCY42,OUT027,3810.4460638177293
FDR07,OUT017,1699.0381688819243
FDN40,OUT045,2448.5646150666407
FDB35,OUT027,2995.6389116715013
FDA22,OUT017,2749.295979225379
NCL06,OUT046,3952.060140919029
FDI35,OUT013,2857.5897664381146
NCW42,OUT045,3475.5867786619588
NCX06,OUT049,2894.1210178557576
FDC37,OUT027,3151.1849694763023
FDZ14,OUT018,1647.3161354235876
DRG49,OUT049,3877.672158010835
NCG06,OUT045,3843.3826448830628
DRC36,OUT045,2692.823381403981
FDV21,OUT019,-28.658428507784492
FDB53,OUT046,2449.318883296137
DRP47,OUT019,1949.4830647431297
FDA14,OUT013,2476.002818029643
DRC24,OUT035,2645.495492755347
FDW21,OUT018,1431.7135027997492
NCH29,OUT046,1578.3896666911141
FDU58,OUT013,2975.548930524946
FDY27,OUT017,2886.4523478607816
FDV56,OUT035,1921.6722753716817
FDT59,OUT046,3659.8495637371702
FDB23,OUT046,3651.0663055783084
FDR49,OUT045,724.8699500351938
FDB03,OUT010,1894.1163091218573
FDN39,OUT045,2638.5257747168444
FDX02,OUT027,5003.001274248487
FDQ16,OUT027,3145.8132867941954
FDU35,OUT018,1360.360660100947
NCT29,OUT013,1871.8815564202787
FDZ27,OUT046,833.0619768272101
FDN57,OUT017,2496.326475205683
FDA03,OUT018,2230.7194412733093
FDZ36,OUT045,2837.5184955241007
NCU05,OUT013,1446.500235447304
FDT39,OUT018,2294.4300163940306
FDK60,OUT017,1736.7900239071244
FDZ25,OUT017,2842.8284385037705
FDG12,OUT046,1909.1919999132983
DRB01,OUT019,1017.2800620650077
NCC43,OUT027,5250.905825988773
FDX13,OUT019,1978.9459243208785
FDM22,OUT049,1026.9082072310457
FDJ03,OUT027,2297.4047479065885
FDU14,OUT018,3602.5702148587347
FDB33,OUT010,729.4105801549548
FDP27,OUT046,2890.640381824397
FDO38,OUT010,-492.20409205946794
FDE28,OUT027,5112.978281034338
FDO27,OUT035,1732.1829265672989
DRL23,OUT027,3118.0370291930726
FDS28,OUT046,936.2288087765706
FDX24,OUT013,1602.0378562798614
FDZ02,OUT035,1781.246844297772
FDL46,OUT045,1751.6691507486537
FDS60,OUT027,4225.333336137683
NCO06,OUT017,736.6143543175777
FDO16,OUT035,1625.3631148928694
FDC60,OUT049,1625.5071312530072
FDA48,OUT018,3270.808246802276
FDZ36,OUT027,4330.254764715606
FDK27,OUT045,1800.095978838909
FDW23,OUT018,463.98064570543886
FDM14,OUT018,1491.517750908864
FDM14,OUT013,1767.037826434536
FDW60,OUT018,2570.179729948605
FDE21,OUT013,1849.7177008068063
NCM42,OUT035,1853.9657292553627
FDY59,OUT010,-296.3633516997053
DRI49,OUT049,1479.7103675863661
FDT28,OUT019,635.8834881642144
FDQ22,OUT018,489.4935091481974
FDR60,OUT049,1471.6584017712726
FDC50,OUT019,-324.84275923498126
FDV24,OUT013,2531.5636586618352
DRF48,OUT010,999.9309523892043
FDQ47,OUT046,710.8457980739039
DRN36,OUT049,1683.5351125071365
NCY06,OUT035,2047.599859630229
FDE52,OUT035,1713.5106938052675
NCB54,OUT045,1827.5378005655944
NCF31,OUT035,2636.0515552665306
FDJ08,OUT027,4315.938559282129
NCC07,OUT017,1784.1699104582756
NCD19,OUT027,2298.157085623614
FDL46,OUT049,1935.2373629594063
FDM20,OUT045,3760.1782953874194
NCI06,OUT010,909.772496473912
DRM11,OUT035,4064.795105625878
NCH07,OUT018,2284.726391960473
FDS23,OUT013,1951.015533064685
FDO49,OUT018,625.3382798650996
FDS35,OUT049,1094.3373132752208
DRK39,OUT045,1363.2731720858096
DRI39,OUT049,999.4569230381755
FDV04,OUT017,2689.8028217022775
NCN14,OUT035,2939.907828857725
FDH08,OUT013,3704.8477480481256
FDS20,OUT046,2829.381492845726
FDV40,OUT049,1492.4388698022503
FDZ48,OUT010,-141.03191048722545
FDS24,OUT027,2969.33834787562
FDK44,OUT049,2830.9170416436436
FDS48,OUT045,2444.5707050298906
FDK26,OUT010,1047.6615973505632
FDD23,OUT045,2873.043041096901
NCH54,OUT017,2683.4853871695395
NCP14,OUT010,-227.1853226787266
FDM60,OUT010,-1095.484285101229
FDV24,OUT017,2592.5396763162944
FDH08,OUT018,3385.5984735917154
FDS12,OUT027,3313.3428633323288
FDR39,OUT027,4230.632712181048
FDP12,OUT027,2175.1300655322702
DRF60,OUT027,5114.158647390006
FDC09,OUT035,1853.209411784973
FDF50,OUT018,2718.9888240949294
FDG28,OUT035,3976.4737937551336
NCE19,OUT017,971.3381928700888
NCM53,OUT010,-179.83507495946083
NCN18,OUT049,1812.7112749945761
FDF32,OUT035,3144.0395609025077
FDF11,OUT013,3831.9921703377013
DRI59,OUT049,3676.8230651834247
NCG54,OUT035,2805.3093939985474
FDM44,OUT046,1649.091138839101
FDT57,OUT018,3464.6913745411684
FDV24,OUT046,2483.6514120209636
FDI50,OUT019,1810.4397811440804
FDS09,OUT035,1035.8633721320466
NCC31,OUT027,3947.5862193783346
FDQ07,OUT019,1693.8524065356767
FDC22,OUT017,3045.6845573434616
FDZ56,OUT046,2696.791888743056
FDZ40,OUT019,-969.3464498433018
FDS46,OUT027,3293.373286728161
DRD24,OUT045,2313.0153189401562
FDV45,OUT017,3005.8143955355226
FDL26,OUT045,2487.9818860006326
FDA56,OUT018,1625.8695530010814
FDN27,OUT046,1823.9135196160616
FDM20,OUT049,3911.0437520761598
FDO16,OUT017,1566.0115560434524
FDL03,OUT035,3158.7719298908405
FDE58,OUT046,1807.6486776580884
FDI02,OUT027,3210.4243124903064
NCC55,OUT019,-1162.5339382563134
FDR03,OUT018,3190.36455695577
FDB14,OUT017,1687.6204239061071
FDR45,OUT013,3804.911364058085
NCN07,OUT017,2368.0307988534396
FDM51,OUT019,-155.03392954995434
FDT52,OUT027,5269.9086160253455
FDL26,OUT046,2527.6695469687584
NCZ42,OUT046,3721.3942600441756
DRI47,OUT019,570.4724084912822
FDW40,OUT013,2462.3592870570747
FDN34,OUT046,2730.918436019821
FDS01,OUT035,2940.12469165018
NCG55,OUT045,1721.153622963018
FDC11,OUT035,1624.2437447643738
FDX35,OUT018,3382.248447762437
NCB06,OUT046,2562.7002273673556
FDR09,OUT019,2085.21334840717
FDC53,OUT017,1715.595224850146
FDY45,OUT013,3957.6814529813655
FDA22,OUT010,793.2567829773262
FDE02,OUT035,1708.2355358854675
FDW21,OUT045,1632.175685579335
FDV34,OUT046,1404.020756617514
FDS59,OUT049,1874.551212134374
NCW17,OUT017,2011.933028584868
NCK54,OUT046,1788.2496176322563
FDG17,OUT019,1978.4661532939717
FDG35,OUT017,2889.868606518747
FDD08,OUT010,-1146.1034685498425
NCO07,OUT017,3540.293598824131
FDJ10,OUT010,538.3597085279365
FDW36,OUT017,1777.2739982952257
FDW21,OUT010,-171.03271896674107
FDY19,OUT017,1929.6455764485672
DRE03,OUT013,837.8190550186259
NCC55,OUT049,799.8162865106829
FDH52,OUT010,-841.9605727370886
FDO09,OUT017,4132.467110237638
FDU43,OUT045,3726.72192405713
FDX09,OUT010,870.3774692896978
FDH40,OUT019,-379.6804111226829
FDW58,OUT017,1797.80208715668
FDC47,OUT017,3705.6264719648875
NCR41,OUT035,1704.2368653494398
DRG49,OUT035,3913.0043284798076
FDC52,OUT027,3992.6967786379996
FDY13,OUT046,1369.8944945799112
FDY35,OUT013,874.6723559506514
FDI35,OUT017,2929.085963611931
NCU18,OUT049,2480.070500741769
FDY33,OUT018,2349.828422290312
FDC15,OUT027,3963.906565271194
FDU01,OUT049,3028.565513091045
NCU42,OUT046,2672.6485546336
NCV29,OUT018,2503.436186077441
NCY30,OUT017,2921.1252758303144
FDQ46,OUT049,1847.7814825200323
FDG58,OUT027,3987.1267869227445
FDK33,OUT017,3590.1314323821266
NCD07,OUT045,1708.7186663109283
NCX29,OUT027,3823.291865713794
NCT42,OUT013,2491.1300386750445
DRN59,OUT035,920.3915045938601
FDI44,OUT035,1547.0163023480904
FDA45,OUT049,2863.4292802771465
FDP31,OUT045,964.6432940985532
FDY01,OUT046,1793.834678779693
FDT09,OUT018,2105.7772636543423
DRH03,OUT027,2984.0240557224465
